"","Pressão","Nivel Tank","Nivel Barril","Temperatura1","Temperatura 2","Temperatura 3","Temperatura 4","Temperatura 5","Velocidade 1","Velocidade 2","Velocidade 3","Velocidade 4","Velocidade 5","Velocidade 6","Vibração 1","Vibração2","Vibração 3","Vibração 4","Cor 1","Cor 2","Target"
"","5650.7094","7571.9008","328.871025","427.22127","140.32305","141.54894","141.925005","80.669505","3418.80084","3407.49648","3381.9066","3418.26624","3384.32616","3414.66696","55.819536","56.690568","56.564418","56.405232","1","1","0"
"","5648.2602","7568.4232","328.434575","427.07646","140.2776","141.546975","141.912345","88.36341","3416.06664","3405.00312","3379.47912","3417.54732","3382.32564","3406.1436","55.718796","56.66751","56.553228","56.38005","0","1","0"
"","5646.5058","7547.2056","328.08895","427.01778","140.195085","141.526425","141.84702","54.26178","3415.3326","3396.11976","3376.24236","3407.37552","3380.46012","3402.71244","55.67682","56.619846","56.501898","56.370792","1","1","0"
"","5645.0484","7544.3664","327.908735","426.74472","139.891005","141.453645","141.84615","65.62776","3415.176","3394.31616","3374.57844","3405.63852","3372.90408","3401.57556","55.634514","56.539644","56.499678","56.225148","0","0","0"
"","5639.1066","7532.3688","327.04147","426.7242","139.83252","141.39261","141.79671","102.15249","3414.30156","3393.84852","3373.90848","3398.7978","3369.32424","3398.56452","55.62708","56.529774","56.489382","56.215692","1","2","0"
"","5635.4748","7524.952","326.78856","426.461265","139.660605","141.29793","141.76146","5.75325","3411.99864","3393.33804","3373.26156","3395.49264","3368.4552","3394.49472","55.60332","56.521608","56.488974","56.193378","0","2","0"
"","5633.679","7521.9072","326.72136","426.200265","139.614705","141.28179","141.56868","111.49797","3410.81892","3392.66376","3372.25248","3393.51948","3362.00436","3394.16784","55.548078","56.471118","56.481714","56.15808","0","2","0"
"","5632.6506","7507.9264","326.658605","426.148965","139.580205","141.26859","141.5538","120.641625","3410.53776","3390.94836","3371.38812","3393.3636","3359.67444","3392.29908","55.488252","56.453502","56.429736","56.144868","0","0","0"
"","5629.8888","7504.0928","326.572435","425.98665","139.320765","141.21771","141.504225","145.646685","3405.25188","3388.39416","3371.0364","3392.91288","3355.32636","3391.75764","55.48809","56.441544","56.31909","56.096124","1","1","0"
"","5620.1712","7495.5384","326.197025","425.484225","139.314765","141.137565","141.453105","110.713335","3403.67184","3386.47968","3370.2156","3390.86592","3352.48416","3390.02208","55.465134","56.4141","56.30121","56.04483","0","0","0"
"","5614.8648","7489.9448","326.07701","425.44791","139.18464","141.092655","141.34413","60.79089","3397.11732","3385.4274","3368.89224","3387.36168","3349.00368","3388.8168","55.376352","56.397834","56.28183","55.884972","0","0","0"
"","5614.1592","7489.5784","325.7723","425.307285","139.174455","141.04182","141.27819","80.58687","3396.81888","3379.563","3363.50448","3385.50156","3348.37692","3388.67784","55.231908","56.366208","56.239104","55.812852","1","1","0"
"","5613.5268","7486.9816","325.0093","425.098755","139.17117","140.682555","141.25752","57.34611","3394.87092","3379.31424","3360.44736","3381.65172","3344.79276","3387.46644","55.211844","56.309568","56.193048","55.698654","1","1","0"
"","5600.4918","7481.404","324.91585","425.039265","139.0872","140.576475","141.253245","139.89939","3391.64856","3378.38112","3358.76112","3379.42548","3337.65324","3384.22392","55.168326","56.240484","56.178066","55.674768","0","0","0"
"","5594.8626","7478.1744","324.63375","424.89531","139.06296","140.518815","141.22482","9.345315","3391.34868","3377.07072","3358.70676","3379.13172","3333.8988","3381.54336","55.16541","56.219412","56.174238","55.666176","0","2","0"
"","5592.4596","7468.4472","324.627135","424.460295","138.83883","140.510895","141.081","78.683985","3389.71392","3370.6854","3358.03788","3375.972","3333.47472","3378.94488","55.165272","56.212368","56.146326","55.636764","0","1","0"
"","5586.5538","7460.4488","324.55633","424.451025","138.818535","140.427285","140.63412","124.321875","3388.779","3363.03648","3354.96348","3374.96256","3332.68524","3371.4648","55.123902","56.199594","56.142408","55.580454","1","1","0"
"","5585.7204","7455.904","324.55458","424.40661","138.785805","139.98723","140.632365","16.71318","3388.57956","3361.69548","3354.46776","3374.48448","3332.29176","3370.38804","55.086762","56.114616","56.103804","55.570926","0","1","0"
"","5577.2988","7455.3784","324.32379","424.16973","138.71919","139.9518","140.50467","10.092195","3383.70228","3359.59092","3351.38796","3370.87008","3331.73196","3367.38276","55.071288","56.092026","56.073624","55.526736","0","1","0"
"","5576.2854","7455.2352","324.287005","423.883035","138.616395","139.93989","140.472345","99.655545","3382.69932","3357.80568","3350.04876","3369.40416","3330.83088","3366.78984","54.920166","56.043654","56.00289","55.512468","1","2","0"
"","5575.2846","7450.4864","323.820735","423.835425","138.60522","139.851375","140.469405","82.448235","3380.9436","3357.7452","3349.4328","3362.68152","3330.08388","3366.3042","54.854238","56.0289","55.976064","55.503228","0","0","0"
"","5573.8746","7437.7856","323.416415","423.68121","138.5082","139.71537","140.445195","5.82411","3378.72492","3356.01684","3346.36884","3360.30264","3328.33896","3364.44156","54.76137","56.017776","55.974096","55.43871","0","1","0"
"","5570.0376","7429.4384","323.263465","423.356265","138.4074","139.49739","140.158545","48.18591","3377.30724","3355.88364","3345.17904","3359.07864","3326.31864","3361.84848","54.680112","55.945608","55.97262","55.332012","0","1","0"
"","5563.8582","7425.4848","322.718095","423.319545","138.282825","139.4436","139.901985","26.956485","3366.82368","3353.97924","3343.69044","3357.54108","3326.03244","3361.28652","54.671688","55.937604","55.96266","55.313172","1","0","0"
"","5560.0908","7415.6016","322.15925","423.067995","138.281655","139.38729","139.81926","38.12277","3366.4032","3351.92148","3341.00808","3356.59176","3325.95612","3354.73632","54.646668","55.871178","55.940952","55.307178","1","2","0"
"","5555.8932","7396.0816","321.987925","422.37639","138.217935","139.08231","139.699995","113.216775","3363.86268","3347.65332","3336.3756","3352.90068","3321.162","3351.48336","54.553698","55.868694","55.890366","55.29678","0","0","0"
"","5554.5","7392.8528","321.897275","421.884675","138.182865","139.04361","139.58853","135.359625","3359.5506","3347.01","3335.5836","3352.21488","3320.88912","3349.32768","54.541182","55.861152","55.864842","55.24956","1","1","0"
"","5554.0404","7385.768","321.892445","421.8777","138.166785","139.035645","139.2528","117.43239","3357.16128","3346.8678","3333.34872","3352.16304","3320.2134","3348.25236","54.524904","55.81992","55.853874","55.224426","1","0","0"
"","5550.984","7381.4608","321.453895","421.532865","138.03474","138.919605","139.18155","131.93367","3355.70616","3339.3024","3332.7162","3349.0476","3318.04692","3346.48728","54.44625","55.733172","55.625778","55.22364","1","2","0"
"","5540.2944","7381.2472","320.715045","421.18803","138.02907","138.91113","138.92664","112.74942","3355.24464","3334.44564","3328.335","3346.9308","3317.65632","3342.7206","54.415908","55.732866","55.625358","55.197102","0","1","0"
"","5537.5584","7378.6264","320.6427","420.90174","138.00453","138.89364","138.88896","3.36093","3348.57132","3330.90936","3322.52316","3341.91888","3315.77928","3342.53304","54.415884","55.715574","55.493922","55.196658","1","0","0"
"","5536.2354","7375.744","320.62114","420.876855","137.971965","138.89016","138.861045","13.309425","3346.4196","3329.17272","3319.64928","3338.82936","3315.21552","3342.40632","54.40431","55.715454","55.489218","54.89565","1","2","0"
"","5534.4246","7368.3416","320.41814","420.81606","137.938635","138.84345","138.69099","86.986785","3344.20848","3324.66768","3317.21496","3338.77788","3314.14956","3340.68732","54.321138","55.711752","55.3848","54.849222","1","1","0"
"","5532.7158","7357.9304","320.418","420.542325","137.83233","138.83004","138.62592","47.031405","3337.50528","3324.06216","3316.97052","3331.66608","3305.4156","3340.4634","54.28239","55.662654","55.359258","54.782382","1","1","0"
"","5530.3152","7354.772","320.40827","420.246765","137.65515","138.73584","138.505665","128.568135","3334.17348","3319.54524","3309.65748","3326.27652","3300.54228","3339.30132","54.242826","55.659378","55.345938","54.755436","0","1","0"
"","5524.7022","7348.612","319.937695","420.19569","137.62431","138.71166","138.444495","106.2333","3324.66732","3317.8446","3309.18444","3325.23432","3293.96112","3333.0654","54.239718","55.573236","55.316256","54.74514","1","1","0"
"","5503.0782","7342.556","319.49274","419.92398","137.47698","138.66846","138.38169","147.88971","3319.84332","3317.10624","3305.45772","3312.5364","3288.64536","3320.58384","54.169758","55.490952","55.295856","54.708474","0","1","0"
"","5500.917","7327.0704","319.379025","419.849145","137.46471","138.660315","138.30819","95.295855","3315.3876","3314.12112","3304.28268","3308.66928","3287.19744","3320.00028","54.111294","55.459206","55.233114","54.587022","0","1","0"
"","5493.0132","7312.308","319.07379","419.18958","137.41491","138.49785","138.219435","62.90238","3307.905","3312.54","3303.48672","3305.05416","3283.4412","3319.9758","53.966394","55.43652","55.081026","54.548862","1","1","0"
"","5487.6096","7298.1376","319.024195","419.07537","137.21937","138.332175","138.14028","141.125085","3306.04776","3302.22528","3303.27432","3304.45224","3282.38964","3315.60216","53.846664","55.369674","55.067352","54.50352","1","1","0"
"","5484.3498","7296.3008","318.947195","418.98429","137.08401","138.311745","138.07149","40.669725","3305.67984","3300.543","3300.21432","3300.49368","3280.82508","3315.0276","53.819028","55.30212","55.066776","54.494706","1","1","0"
"","5477.4768","7292.2856","318.390625","418.875165","137.006055","138.189345","137.9829","19.18929","3302.69544","3299.57316","3298.01184","3299.76072","3279.80628","3313.76256","53.804484","55.233108","55.027488","54.465792","1","1","0"
"","5473.1898","7288.284","317.99551","418.83651","136.99599","138.043395","137.94588","97.3782","3302.0982","3298.13568","3296.63412","3291.96888","3279.28536","3311.98092","53.793678","55.13709","54.999102","54.462978","1","1","0"
"","5466.9936","7274.6112","317.578485","418.5261","136.96482","138.030705","137.71251","82.53093","3301.32636","3296.40804","3295.35324","3290.71608","3278.72628","3308.08752","53.777622","55.119606","54.958146","54.461664","1","1","0"
